_id,year,examType,name,region,council,ward,ownership,institutionType,confidenceLevel,comments,division_one_females,division_one_males,division_one_total,division_two_females,division_two_males,division_two_total,division_three_females,division_three_males,division_three_total,division_four_females,division_four_males,division_four_total,division_zero_females,division_zero_males,division_zero_total,posted_date
68476541bc5baeb831ba6f2f,2020,ACSEE,BULUBA,Shinyanga,Shinyanga MC,Mjini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,8,18,26,6,12,18,0,2,2,0,2,2,2020-07-14 00:00:00
68476541bc5baeb831ba6f30,2020,ACSEE,DODOMA,Dodoma,Dodoma CC,Makole,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",32,0,32,105,0,105,76,0,76,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f31,2020,ACSEE,DODOMA CENTRAL,Dodoma,Dodoma CC,Uhuru,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,4,5,3,16,19,5,14,19,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f32,2020,ACSEE,ENABOISHU,Arusha,Arusha,Moivo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,40,47,87,19,35,54,0,3,3,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f33,2020,ACSEE,FIDEL CASTRO,Arusha,Meru,Mbuguni,Non-Government,School,68,"Confidence level is desired to be above 90%, anything below that is less reliable",1,2,3,10,15,25,25,29,54,1,5,6,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f34,2020,ACSEE,FOREST HILL,Morogoro,Morogoro MC,Boma,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,5,0,5,4,9,13,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f35,2020,ACSEE,HIGHLANDS,Iringa,Iringa MC,Gangilonga,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,12,10,22,4,15,19,0,1,1,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f36,2020,ACSEE,IKIZU,Mara,Bunda,Nyamuswa,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",10,11,21,18,47,65,3,4,7,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f37,2020,ACSEE,KAZIMA,Tabora,Tabora MC,Cheyo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",9,11,20,30,86,116,30,83,113,3,6,9,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f38,2020,ACSEE,KIBASILA,Dar es Salaam,Temeke MC,Miburani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",22,9,31,54,42,96,22,51,73,0,1,1,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f39,2020,ACSEE,KIGOMA,Kigoma,Kigoma/Ujiji MC,Bangwe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,39,39,0,140,140,0,49,49,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f3a,2020,ACSEE,KINONDONI,Dar es Salaam,Kinondoni MC,Kinondoni,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",2,10,12,8,8,16,0,2,2,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f3b,2020,ACSEE,LAKE,Mwanza,Mwanza CC,Isamilo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,7,9,7,18,25,11,24,35,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f3c,2020,ACSEE,LINDI,Lindi,Lindi MC,Mtanda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,41,41,0,90,90,0,25,25,0,4,4,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f3d,2020,ACSEE,LUGALO,Iringa,Iringa MC,Gangilonga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",4,0,4,73,0,73,76,0,76,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f3e,2020,ACSEE,LUMUMBA,Morogoro,Kilosa,Lumuma,Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",6,14,20,27,26,53,32,53,85,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f3f,2020,ACSEE,MINJA,Kilimanjaro,Mwanga,Kifula,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f40,2020,ACSEE,MAWENZI,Kilimanjaro,Moshi MC,Kilimanjaro,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",28,0,28,140,0,140,15,0,15,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f41,2020,ACSEE,MAKUMIRA,Arusha,Meru,Poli,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,11,13,24,12,19,31,2,4,6,1,0,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f42,2020,ACSEE,MBEYA,Mbeya,Mbeya CC,Mbalizi Road,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",10,5,15,42,37,79,54,36,90,1,2,3,1,0,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f43,2020,ACSEE,MOROGORO,Morogoro,Morogoro MC,Boma,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",11,2,13,117,47,164,50,30,80,1,1,2,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f44,2020,ACSEE,MWANZA,Mwanza,Mwanza CC,Pamba,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",6,9,15,88,25,113,70,32,102,1,4,5,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f45,2020,ACSEE,MWENGE,Singida,Singida MC,Majengo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,63,63,0,239,239,0,163,163,0,6,6,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f46,2020,ACSEE,MZIZIMA,Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,1,1,2,3,4,7,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f47,2020,ACSEE,NDANDA,Mtwara,Masasi,Ndanda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,113,113,0,203,203,0,48,48,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f48,2020,ACSEE,OMUMWANI,Kagera,Bukoba MC,Nshambya,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",9,0,9,68,0,68,58,0,58,2,0,2,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f49,2020,ACSEE,POPATLAL,Tanga,Tanga CC,Central,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,3,3,6,15,6,21,0,2,2,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f4a,2020,ACSEE,SANGU,Mbeya,Mbeya CC,Mbalizi Road,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",4,5,9,53,68,121,49,76,125,0,2,2,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f4b,2020,ACSEE,SHAABAN ROBERT,Dar es Salaam,Dar es Salaam CC,Upanga Mashariki,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",4,8,12,5,7,12,7,20,27,0,0,0,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f4c,2020,ACSEE,USAGARA,Tanga,Tanga CC,Usagara,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,20,21,1,45,46,3,114,117,1,12,13,0,7,7,2020-07-14 00:00:00
68476541bc5baeb831ba6f4d,2020,ACSEE,UYUI,Tabora,Tabora MC,Cheyo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,1,7,8,4,12,16,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f4e,2020,ACSEE,TAMBAZA,Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",6,11,17,54,38,92,84,105,189,6,11,17,2,4,6,2020-07-14 00:00:00
68476541bc5baeb831ba6f4f,2020,ACSEE,TUMAINI,Arusha,Monduli,Makuyuni,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",17,0,17,84,0,84,17,0,17,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f50,2020,ACSEE,BAGAMOYO,Pwani,Bagamoyo,Dunda,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",3,25,28,11,87,98,30,129,159,2,6,8,0,3,3,2020-07-14 00:00:00
68476541bc5baeb831ba6f51,2020,ACSEE,TARIME,Mara,Tarime TC,Bomani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,33,33,0,143,143,0,81,81,0,3,3,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f52,2020,ACSEE,PARANE,Kilimanjaro,Same,Myamba,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,3,9,12,0,5,5,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f53,2020,ACSEE,LOMWE,Kilimanjaro,Mwanga,Chomvu,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,19,24,43,5,22,27,0,1,1,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f54,2020,ACSEE,VUNJO,Kilimanjaro,Moshi,Mwika Kusini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,12,16,28,7,5,12,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f55,2020,ACSEE,KIGURUNYEMBE,Morogoro,Morogoro MC,Kingo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",10,26,36,54,77,131,13,37,50,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f56,2020,ACSEE,KISHOJU,Kagera,Muleba,Magata/Karutanga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",11,10,21,50,52,102,30,17,47,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f57,2020,ACSEE,SINGE,Manyara,Babati TC,Nangara,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",4,3,7,10,30,40,5,9,14,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f58,2020,ACSEE,MWADUI,Shinyanga,Kishapu,Mwadui Lohumbo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",3,3,6,9,9,18,0,2,2,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f59,2020,ACSEE,KARATU,Arusha,Karatu,Qurus,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,66,66,0,154,154,0,117,117,0,8,8,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f5a,2020,ACSEE,KILOSA,Morogoro,Kilosa,Rudewa,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,49,49,0,29,29,0,1,1,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f5b,2020,ACSEE,IMBORU,Manyara,Mbulu TC,Sanu Baray,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,3,4,8,16,24,21,44,65,0,7,7,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f5c,2020,ACSEE,RUVU,Pwani,Kibaha,Mtongani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",36,0,36,145,0,145,152,0,152,3,0,3,1,0,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f5d,2020,ACSEE,IFAKARA,Morogoro,Ifakara TC,Michenga,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",18,0,18,109,0,109,137,0,137,10,0,10,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f5e,2020,ACSEE,SONI SEMINARY,Tanga,Bumbuli,Soni,Non-Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,0,3,3,0,3,3,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f5f,2020,ACSEE,UCHAMA,Tabora,Nzega TC,Uchama,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,5,7,4,9,13,3,5,8,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f60,2020,ACSEE,UTAANI,Kilimanjaro,Rombo,Mrao Keryo,Government,School,77,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,8,0,8,24,0,24,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f61,2020,ACSEE,TUMEKUJA,Arusha,Meru,King'ori,Government,School,68,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,4,12,16,46,58,104,10,20,30,7,8,15,2020-07-14 00:00:00
68476541bc5baeb831ba6f62,2020,ACSEE,BEN BELLA,Dodoma,Dodoma CC,Kikuyu Kusini,Government,School,72,"Confidence level is desired to be above 90%, anything below that is less reliable",3,0,3,19,0,19,75,0,75,3,0,3,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f63,2020,ACSEE,UJIJI,Kigoma,Kigoma/Ujiji MC,Mwanga Kaskazini,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,13,15,28,3,7,10,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f64,2020,ACSEE,GEITA,Geita,Geita TC,Kalangalala,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,51,51,0,140,140,0,44,44,0,2,2,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f65,2020,ACSEE,KARAGWE,Kagera,Karagwe,Kihanga,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,1,9,10,5,11,16,0,4,4,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f66,2020,ACSEE,MARANGU,Kilimanjaro,Moshi,Marangu Mashariki,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,7,9,27,50,77,9,18,27,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f67,2020,ACSEE,SHAURITANGA,Kilimanjaro,Rombo,Katangara/Mrere,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,2,3,9,13,22,2,6,8,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f68,2020,ACSEE,HAMAMNI,Mara,Musoma MC,Bweri,Non-Government,School,83,"Confidence level is desired to be above 90%, anything below that is less reliable",2,2,4,52,47,99,87,60,147,3,1,4,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f69,2020,ACSEE,HAILE SELASSIE,Kilimanjaro,Hai,Muungano,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,2,2,4,12,32,44,10,12,22,1,2,3,2020-07-14 00:00:00
68476541bc5baeb831ba6f6a,2020,ACSEE,RULENGE,Kagera,Ngara,Rulenge,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",4,13,17,4,8,12,3,4,7,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f6b,2020,ACSEE,SHAMIANI,Mara,Musoma MC,Bweri,Non-Government,School,77,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,16,14,30,30,27,57,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f6c,2020,ACSEE,TUNDURU,Ruvuma,Tunduru,Majengo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,26,26,0,127,127,0,109,109,0,9,9,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f6d,2020,ACSEE,BIHARAMULO,Kagera,Biharamulo,Nyarubungo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,9,9,0,44,44,0,56,56,0,4,4,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f6e,2020,ACSEE,MORINGE SOKOINE,Arusha,Monduli,Engutoto,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,6,6,14,11,25,3,8,11,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f6f,2020,ACSEE,KIBITI,Pwani,Kibiti,Mtawanya,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,49,49,0,195,195,0,141,141,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f70,2020,ACSEE,MWAKALELI,Mbeya,Busokelo,Luteba,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",10,15,25,96,139,235,20,29,49,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f71,2020,ACSEE,LUTENGANO,Mbeya,Rungwe,Kisondela,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,1,10,11,1,6,7,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f72,2020,ACSEE,CHOME,Kilimanjaro,Same,Chome,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,1,7,8,7,4,11,0,4,4,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f73,2020,ACSEE,MPWAPWA TEACHERS' COLLEGE,Dodoma,Mpwapwa,Mpwapwa Mjini,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,2,2,1,4,5,2,4,6,1,3,4,2020-07-14 00:00:00
68476541bc5baeb831ba6f74,2020,ACSEE,WANGING'OMBE,Njombe,Wanging'ombe,Wanging'ombe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",7,12,19,30,40,70,4,2,6,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f75,2020,ACSEE,MAKAMBAKO,Njombe,Makambako TC,Kivavi,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",13,0,13,117,0,117,79,0,79,5,0,5,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f76,2020,ACSEE,LUPEMBE,Njombe,Njombe,Lupembe,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,10,10,0,29,29,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f77,2020,ACSEE,UWEMBA,Njombe,Njombe TC,Uwemba,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",6,6,12,35,35,70,12,8,20,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f78,2020,ACSEE,MTWANGO,Njombe,Njombe,Mtwango,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,5,5,11,23,34,4,8,12,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f79,2020,ACSEE,JABAL-HIRA MUSLIM,Morogoro,Morogoro MC,Mji Mkuu,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f7a,2020,ACSEE,KAFULE,Songwe,Ileje,Kafule,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",12,18,30,25,28,53,3,0,3,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f7b,2020,ACSEE,AL-MUNTAZIR ISLAMI,Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,5,1,6,8,8,16,1,1,2,1,0,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f7c,2020,ACSEE,MASJID QUBAH MUSLI,Mbeya,Rungwe,Bujela,Non-Government,School,72,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,4,1,5,1,4,5,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f7d,2020,ACSEE,BUPANDAGILA,Simiyu,Bariadi TC,Nyakabindi,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,3,10,13,4,5,9,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f7e,2020,ACSEE,SONGEA TEACHERS COLLEGE,Mara,Musoma MC,Bweri,Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,0,0,0,0,3,3,1,3,4,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f7f,2020,ACSEE,KILWA,Lindi,Kilwa,Masoko,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,4,4,0,61,61,0,36,36,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f80,2020,ACSEE,META,Mbeya,Mbeya CC,Mbalizi Road,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,8,16,24,10,38,48,0,6,6,0,2,2,2020-07-14 00:00:00
68476541bc5baeb831ba6f81,2020,ACSEE,ITAMBA,Njombe,Makete,Mlondwe,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,1,3,4,1,1,2,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f82,2020,ACSEE,MWEMBETOGWA,Iringa,Iringa MC,Makorongoni,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,3,3,30,30,60,12,12,24,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f83,2020,ACSEE,MDABULO,Iringa,Mufindi,Mdabulo,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",18,0,18,43,0,43,3,0,3,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f84,2020,ACSEE,SADANI,Iringa,Mufindi,Sadani,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,26,26,0,63,63,0,41,41,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f85,2020,ACSEE,MAFINGA,Morogoro,Morogoro MC,Mafiga,Government,School,92,"Confidence level is desired to be above 90%, anything below that is less reliable",1,4,5,12,35,47,24,21,45,0,0,0,0,1,1,2020-07-14 00:00:00
68476541bc5baeb831ba6f86,2020,ACSEE,NGARENARO,Arusha,Arusha CC,Ngarenaro,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,8,0,8,8,0,8,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f87,2020,ACSEE,TWEYAMBE,Kagera,Missenyi,Ishozi,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,2,9,11,2,6,8,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f88,2020,ACSEE,IGAWILO,Mbeya,Mbeya CC,Iganjo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,0,1,24,26,50,16,15,31,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f89,2020,ACSEE,IRAMBO,Mbeya,Mbeya,Ulenje,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,2,2,4,16,20,0,5,5,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f8a,2020,ACSEE,KAHAMA,Shinyanga,Kahama MC,Kahama Mjini,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,6,8,14,8,14,22,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f8b,2020,ACSEE,JAMHURI,Dar es Salaam,Dar es Salaam CC,Mchafukoge,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",10,4,14,35,78,113,9,16,25,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f8c,2020,ACSEE,NYUKI,Arusha,Meru,Ngarenanyuki,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,4,5,9,16,8,24,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f8d,2020,ACSEE,MBOZI,Songwe,Mbozi,Igamba,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,2,3,8,3,11,5,6,11,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f8e,2020,ACSEE,KANYIGO,Kagera,Missenyi,Kanyigo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,7,9,15,21,36,11,11,22,0,1,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f8f,2020,ACSEE,KISOMACHI,Kilimanjaro,Moshi,Kirua Vunjo Mashariki,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",1,1,2,6,17,23,7,11,18,2,0,2,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f90,2020,ACSEE,SAME SEMINARY,Dar es Salaam,Ubungo MC,Kibamba,Non-Government,School,90,"Confidence level is desired to be above 90%, anything below that is less reliable",1,1,2,6,5,11,4,6,10,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f91,2020,ACSEE,MAJENGO,Kilimanjaro,Moshi MC,Majengo,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",2,5,7,39,79,118,49,113,162,1,4,5,0,4,4,2020-07-14 00:00:00
68476541bc5baeb831ba6f92,2020,ACSEE,RUTABO,Kagera,Muleba,Kamachumu,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",0,17,17,0,85,85,0,14,14,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f93,2020,ACSEE,SUJI,Kilimanjaro,Same,Suji,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",9,7,16,16,28,44,3,3,6,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f94,2020,ACSEE,AL-HARAMAIN ISLAMI,Dar es Salaam,Dar es Salaam CC,Upanga Magharibi,Non-Government,School,86,"Confidence level is desired to be above 90%, anything below that is less reliable",2,0,2,7,10,17,1,10,11,1,0,1,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f95,2020,ACSEE,JITEGEMEE,Dar es Salaam,Temeke MC,Miburani,Non-Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",4,8,12,63,93,156,69,143,212,5,14,19,3,3,6,2020-07-14 00:00:00
68476541bc5baeb831ba6f96,2020,ACSEE,WANIKE,Njombe,Wanging'ombe,Mdandu,Government,School,100,"Confidence level is desired to be above 90%, anything below that is less reliable",11,5,16,29,30,59,2,5,7,0,0,0,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f97,2020,ACSEE,UWELENI,Geita,Chato,Muganza,Government,School,71,"Confidence level is desired to be above 90%, anything below that is less reliable",0,0,0,3,2,5,9,8,17,0,2,2,0,0,0,2020-07-14 00:00:00
68476541bc5baeb831ba6f98,2020,ACSEE,EKENYWA,Katavi,Nsimbo,Katumba,Government,School,77,"Confidence level is desired to be above 90%, anything below that is less reliable",0,1,1,1,2,3,0,1,1,0,0,0,0,0,0,2020-07-14 00:00:00
